Предмет,id вопроса,Класс,Номер вопроса
physics,1,7,1
physics,2,7,1
physics,13,7,1
physics,14,7,1
physics,3,7,2
physics,4,7,2
physics,5,7,2
physics,6,7,2
physics,7,7,2
physics,8,7,2
physics,9,7,2
physics,10,7,2
physics,11,7,2
physics,12,7,2
